0.1,0.194,1.08,0.3
0.1,0.171,1.47,0.5
0.1,0.159,1.24,0.5
0.2,0.169,0.54,0.2
0.2,0.167,0.85,0.4
0.1,0.18,1.49,0.5
0.1,0.163,1.23,0.5
0.1,0.14,0.79,0.5
0.1,0.197,1.25,0.4
0.1,0.194,1.06,0.3
0.2,0.14,1.46,0.5
0.1,0.195,0.98,0.3
0.2,0.168,1.15,0.3
0.2,0.196,0.5,0
0.1,0.14,0.52,0.3
0.2,0.15,0.6,0.3
0.2,0.168,1.4,0.5
0.2,0.155,1.11,0.5
0.2,0.179,1.03,0.4
0.2,0.182,0.84,0.3
0.1,0.168,1.6,0.5
0.2,0.187,1.02,0.3
0.1,0.181,1.05,0.4
0.1,0.199,0.99,0.2
0.2,0.184,0.76,0.2
0.1,0.192,1.01,0.3
0.2,0.182,1.43,0.5
0.2,0.172,1.11,0.4
0.1,0.181,0.78,0.2
0.1,0.176,1.09,0.4
0.2,0.156,1.06,0.5
0.2,0.151,0.67,0.3
0.2,0.188,0.8,0.2
0.1,0.187,1.36,0.4
0.1,0.174,1.38,0.5
0.1,0.167,1.51,0.5
0.2,0.196,1.31,0.4
0.1,0.197,1.49,0.4
0.2,0.185,1.19,0.4
0.2,0.17,1.02,0.4
0.2,0.181,0.94,0.3
0.2,0.166,1.26,0.5
0.1,0.188,1,0.3
0.2,0.162,0.74,0.3
0.1,0.177,1.17,0.4
0.1,0.162,0.97,0.4
0.1,0.18,0.73,0.2
0.2,0.192,1.08,0.3
0.1,0.165,0.8,0.3
0.2,0.167,1.35,0.5
0.2,0.182,0.84,0.3
0.2,0.161,1.34,0.5
0.1,0.158,0.95,0.4
0.1,0.141,0.85,0.5
0.1,0.154,1,0.5
0.1,0.165,1.05,0.4
0.2,0.142,1.37,0.5
0.1,0.141,0.94,0.5
0.1,0.145,1.08,0.5
0.1,0.157,0.74,0.4
0.2,0.177,1.17,0.4
0.2,0.166,1.44,0.5
0.1,0.193,1.51,0.5
0.1,0.184,0.57,0.1
0.1,0.179,0.93,0.3
0.2,0.156,0.89,0.4
0.1,0.182,1.04,0.4
0.1,0.145,1.6,0.5
0.2,0.15,0.87,0.4
0.1,0.145,0.99,0.5
0.2,0.196,1.22,0.4
0.1,0.191,0.96,0.3
0.2,0.148,0.67,0.4
0.2,0.15,0.84,0.4
0.1,0.148,1.55,0.5
0.2,0.153,1.46,0.5
0.2,0.196,1.59,0.5
0.2,0.185,0.52,0
0.2,0.171,1.31,0.5
0.2,0.143,1.18,0.5
0.2,0.142,0.86,0.5
0.2,0.141,1.26,0.5
0.1,0.159,1.09,0.5
0.2,0.173,0.82,0.2
0.1,0.183,1.38,0.5
0.2,0.152,0.9,0.4
0.1,0.178,1.4,0.5
0.1,0.188,0.54,0
0.2,0.155,1.44,0.5
0.1,0.166,0.7,0.3
0.1,0.188,1.23,0.4
0.2,0.171,1.2,0.5
0.1,0.179,1.3,0.5
0.2,0.186,1.37,0.4
0.2,0.153,0.78,0.2
0.2,0.184,0.86,0.3
0.2,0.177,0.81,0.3
0.1,0.145,0.78,0.4
0.1,0.17,0.81,0.3
0.1,0.181,1.41,0.5
0.1,0.165,1.55,0.5
0.2,0.174,0.65,0.2
0.2,0.146,1.1,0.5
0.1,0.178,0.85,0.3
0.1,0.166,0.61,0.2
0.1,0.191,0.62,0.1
0.2,0.177,1.55,0.5
0.2,0.183,0.5,0
0.1,0.151,1.14,0.5
0.1,0.182,0.98,0.3
0.2,0.142,1.59,0.5
0.2,0.188,0.9,0.3
0.1,0.161,0.89,0.4
0.1,0.153,0.7,0.3
0.1,0.14,1.43,0.5
0.1,0.169,1.41,0.5
0.2,0.162,1.59,0.5
0.1,0.183,1.47,0.5
0.2,0.162,0.58,0.2
0.2,0.172,1.09,0.4
0.2,0.15,1.19,0.5
0.2,0.169,1.45,0.5
0.2,0.184,1.32,0.4
0.1,0.159,1.04,0.5
0.1,0.163,1.31,0.5
0.1,0.156,1.37,0.5
0.2,0.157,0.52,0.2
0.1,0.147,0.84,0.4
0.1,0.141,0.86,0.5
0.1,0.173,1.39,0.5
0.1,0.154,1.45,0.5
0.1,0.168,1.48,0.5
0.1,0.168,0.5,0.1
0.1,0.145,1.3,0.5
0.1,0.152,1.03,0.5
0.2,0.187,1.21,0.4
0.2,0.163,0.57,0
0.1,0.178,0.83,0.3
0.2,0.187,0.94,0.3
0.2,0.179,1.14,0.4
0.1,0.19,0.8,0.2
0.1,0.172,0.75,0.3
0.1,0.188,0.57,0.1
0.1,0.193,0.65,0.1
0.2,0.147,1.26,0.5
0.2,0.147,0.94,0.5
0.1,0.166,1.07,0.4
0.2,0.192,1.39,0.4
0.1,0.181,1.39,0.4
0.1,0.15,0.74,0.4
0.1,0.178,1.6,0.5
0.2,0.156,0.52,0.2
0.1,0.149,1,0.5
0.1,0.156,0.74,0.4
0.1,0.183,1.05,0.3
0.2,0.162,0.68,0.3
0.2,0.165,0.83,0.4
0.2,0.168,1.43,0.5
0.1,0.16,1.56,0.5
0.2,0.169,0.88,0.2
0.2,0.14,0.76,0.4
0.2,0.187,0.92,0.3
0.1,0.151,0.82,0.4
0.2,0.186,1.4,0.5
0.1,0.182,1.08,0.4
0.1,0.188,0.81,0.2
0.1,0.179,1.1,0.4
0.2,0.156,1.26,0.5
0.1,0.188,1.14,0.4
0.1,0.183,1.53,0.5
0.1,0.144,0.88,0.5
0.1,0.196,0.69,0.1
0.1,0.171,1.41,0.5
0.1,0.171,1.47,0.5
0.2,0.18,1.56,0.5
0.1,0.191,1.46,0.5
0.2,0.179,0.67,0.2
0.2,0.18,0.6,0.2
0.2,0.154,1.32,0.5
0.1,0.188,0.99,0.3
0.1,0.142,1.35,0.5
0.1,0.17,0.95,0.4
0.1,0.152,1.41,0.5
0.2,0.19,1.18,0.4
0.2,0.181,1.11,0.4
0.1,0.153,1.04,0.5
0.1,0.187,1.4,0.5
0.2,0.144,0.66,0.4
0.2,0.148,0.54,0.2
0.2,0.199,0.92,0.2
0.2,0.167,0.85,0.4
0.2,0.164,0.71,0.3
0.2,0.185,1.02,0.3
0.2,0.164,1.6,0.5
0.1,0.142,0.71,0.4
0.1,0.165,0.68,0.2
0.2,0.172,0.62,0.2
0.2,0.157,0.56,0.2
0.1,0.155,0.57,0.2
0.2,0.167,1.53,0.5
0.2,0.164,1.26,0.5
0.2,0.189,1.25,0.4
0.2,0.161,1.45,0.5
0.2,0.155,0.71,0.3
0.2,0.171,1.18,0.4
0.2,0.154,0.92,0.4
0.1,0.179,0.83,0.3
0.1,0.17,1.15,0.4
0.2,0.184,1.06,0.4
0.2,0.191,0.68,0.2
0.1,0.162,0.58,0.2
0.1,0.178,1.38,0.5
0.2,0.157,0.6,0.2
0.1,0.184,0.83,0.2
0.1,0.197,0.88,0.2
0.2,0.16,0.51,0.2
0.1,0.184,1.53,0.5
0.1,0.19,0.5,0
0.1,0.174,0.9,0.3
0.2,0.189,1.24,0.4
0.2,0.186,1.43,0.5
0.2,0.18,0.58,0.1
0.2,0.186,1.48,0.4
0.2,0.193,0.61,0.1
0.1,0.161,1.03,0.4
0.2,0.151,1.58,0.5
0.2,0.195,1.47,0.4
0.2,0.184,1.52,0.5
0.1,0.141,0.8,0.5
0.2,0.185,0.94,0.3
0.2,0.186,1.27,0.4
0.1,0.142,1.31,0.5
0.2,0.147,0.67,0.4
0.1,0.151,0.62,0.3
0.2,0.16,1.24,0.5
0.1,0.185,0.6,0.1
0.2,0.163,0.63,0.2
0.1,0.174,0.95,0.4
0.2,0.15,1.44,0.5
0.1,0.142,0.91,0.5
0.1,0.178,1.42,0.5
0.2,0.154,0.96,0.5
0.1,0.176,0.87,0.3
0.1,0.159,1.2,0.5
0.1,0.191,0.62,0.1
0.1,0.177,1.17,0.4
0.1,0.151,1.54,0.5
0.2,0.182,1.49,0.5
0.2,0.197,0.72,0.2
0.1,0.146,1.38,0.5
0.2,0.16,0.83,0.4
0.2,0.157,0.66,0.3
0.2,0.15,0.5,0.2
0.2,0.167,0.58,0.2
0.2,0.18,0.7,0.2
0.2,0.183,0.76,0.2
0.2,0.183,0.87,0.3
0.2,0.152,1.54,0.5
0.2,0.164,0.71,0.3
0.1,0.187,0.96,0.3
0.1,0.169,1.36,0.5
0.2,0.149,0.61,0.3
0.1,0.163,1.37,0.5
0.2,0.195,1.04,0.3
0.1,0.174,1.07,0.4
0.1,0.182,0.7,0.2
0.1,0.169,1.1,0.4
0.1,0.193,1.3,0.4
0.1,0.148,1.41,0.5
0.1,0.186,0.68,0.2
0.1,0.165,1.43,0.5
0.2,0.146,1.23,0.5
0.2,0.166,1.33,0.5
0.1,0.179,0.56,0.1
0.2,0.177,1.01,0.4
0.1,0.181,1.54,0.5
0.2,0.161,1.54,0.5
0.2,0.157,1.03,0.5
0.2,0.169,0.98,0.4
0.2,0.152,1.14,0.5
0.2,0.162,0.64,0.2
0.1,0.162,1.3,0.5
0.2,0.177,0.61,0.2
0.2,0.195,0.61,0.1
0.1,0.14,1.46,0.5
0.2,0.186,1.46,0.5
0.2,0.178,1.07,0.4
0.1,0.174,0.54,0.1
0.2,0.18,0.59,0.1
0.1,0.188,1.41,0.4
0.2,0.187,1.3,0.4
0.2,0.153,0.77,0.4
0.2,0.165,0.95,0.4
0.2,0.178,0.79,0.2
0.2,0.163,1.54,0.5
0.2,0.15,0.97,0.5
0.1,0.179,1.27,0.4
0.1,0.165,0.62,0.2
0.1,0.168,1.58,0.5
0.2,0.153,1.33,0.5
0.1,0.184,1.57,0.5
0.1,0.188,0.65,0.1
0.2,0.166,1.53,0.5
0.2,0.172,1.16,0.4
0.1,0.182,0.73,0.2
0.1,0.143,1.49,0.5
0.1,0.152,1.46,0.5
0.2,0.186,1.28,0.4
0.1,0.159,1.4,0.5
0.1,0.146,0.7,0.4
0.2,0.176,1.21,0.4
0.2,0.146,1.01,0.5
0.1,0.159,1.45,0.5
0.1,0.162,1.57,0.5
0.2,0.172,0.9,0.4
0.2,0.169,1.21,0.5
0.1,0.182,0.5,0
0.2,0.183,0.79,0.2
0.1,0.176,0.77,0.2
0.2,0.188,1.28,0.4
0.2,0.175,0.83,0.2
0.1,0.154,0.81,0.4
0.2,0.184,1.47,0.5
0.1,0.179,1.23,0.4
0.1,0.152,1.32,0.5
0.1,0.179,0.56,0.1
0.2,0.145,1.41,0.5
0.2,0.181,0.8,0.2
0.1,0.158,1.27,0.5
0.2,0.188,0.99,0.3
0.1,0.145,1.42,0.5
0.1,0.161,1.15,0.5
0.1,0.198,1.09,0.3
0.1,0.147,1.42,0.5
0.1,0.154,1.12,0.5
0.2,0.178,0.65,0.2
0.1,0.195,1.53,0.5
0.2,0.167,0.79,0.3
0.1,0.183,1.31,0.4
0.2,0.164,1.42,0.5
0.1,0.167,0.64,0.2
0.2,0.151,0.55,0.2
0.2,0.147,1.07,0.5
0.2,0.155,1.15,0.5
0.2,0.172,1.08,0.4
0.2,0.142,0.86,0.5
0.1,0.146,0.85,0.4
0.2,0.188,1.15,0.4
0.1,0.173,1.11,0.4
0.2,0.16,1.09,0.5
0.1,0.187,0.8,0.2
0.1,0.198,1.36,0.4
0.2,0.179,1.5,0.5
0.2,0.164,0.59,0.2
0.2,0.146,1.47,0.5
0.2,0.198,0.5,0
0.2,0.17,0.53,0.1
0.1,0.152,0.98,0.5
0.2,0.15,1.53,0.5
0.2,0.184,1.21,0.4
0.2,0.141,1.36,0.5
0.1,0.15,0.95,0.5
0.1,0.173,1.31,0.5
